#SEED: 0.701034571742639
SAT0,-45.117356836618924,115.45816275026306,371.3150868986114
SAT1,-20.10052624033483,-70.44686858415544,309.5473069628667
SAT2,44.527259083924264,-35.45080284328003,535.1606529854259
SAT3,-36.49283434030968,-171.66065315272607,339.70508901177726
SAT4,-4.091925197970141,-79.87943376499916,346.8487710241041
SAT5,65.13291593919277,-127.05146239607433,387.22721707349456
SAT6,6.768512803548617,-118.994388156228,669.7580228375812
SAT7,39.7642874925977,-75.08105558268667,577.4354017989076
SAT8,27.853015057205525,50.89774329217448,476.9430043454062
SAT9,-81.84663487030599,-97.37104080017033,676.656767782208
SAT10,-39.10177400545379,73.19678444442621,523.2722429168022
SAT11,-56.45194631853024,128.81208209829413,336.3804796419261
SAT12,-43.989851817754314,-40.629606744519975,447.62690174241544
SAT13,-64.1410099989011,-77.47937971272299,468.39263144556446
SAT14,-81.34541418232814,-2.1417171446393013,662.8422114395382
SAT15,68.6497740487136,66.7012107782461,595.6569335275125
SAT16,2.3034044257533424,-146.26433536861217,647.9557473419012
SAT17,43.992366951391716,-173.48836801988247,654.7738891688257
SAT18,32.51808485112845,105.58749007174652,683.7051711134548
SAT19,44.24612299405305,-161.28965111246055,490.251376673821
ROUTE,39.35902086911918,-77.70635962419638,5.653077397552551,-75.4998834872763
